Arreglo inicial: 
[40	20	18	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
-----------------------------------------------------------------------------
[20	18	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10	40]
[18	2	20	32	25	6	26	36	21	37	27	29	7	4	5	14	11	10	39	40]
[2	18	20	25	6	26	32	21	36	27	29	7	4	5	14	11	10	37	39	40]
[2	18	20	6	25	26	21	32	27	29	7	4	5	14	11	10	36	37	39	40]
[2	18	6	20	25	21	26	27	29	7	4	5	14	11	10	32	36	37	39	40]
[2	6	18	20	21	25	26	27	7	4	5	14	11	10	29	32	36	37	39	40]
[2	6	18	20	21	25	26	7	4	5	14	11	10	27	29	32	36	37	39	40]
[2	6	18	20	21	25	7	4	5	14	11	10	26	27	29	32	36	37	39	40]
[2	6	18	20	21	7	4	5	14	11	10	25	26	27	29	32	36	37	39	40]
[2	6	18	20	7	4	5	14	11	10	21	25	26	27	29	32	36	37	39	40]
[2	6	18	7	4	5	14	11	10	20	21	25	26	27	29	32	36	37	39	40]
[2	6	7	4	5	14	11	10	18	20	21	25	26	27	29	32	36	37	39	40]
[2	6	4	5	7	11	10	14	18	20	21	25	26	27	29	32	36	37	39	40]
[2	4	5	6	7	10	11	14	18	20	21	25	26	27	29	32	36	37	39	40]
[2	4	5	6	7	10	11	14	18	20	21	25	26	27	29	32	36	37	39	40]
[2	4	5	6	7	10	11	14	18	20	21	25	26	27	29	32	36	37	39	40]
[2	4	5	6	7	10	11	14	18	20	21	25	26	27	29	32	36	37	39	40]
[2	4	5	6	7	10	11	14	18	20	21	25	26	27	29	32	36	37	39	40]
[2	4	5	6	7	10	11	14	18	20	21	25	26	27	29	32	36	37	39	40]
Arreglo ordenado: 
[2	4	5	6	7	10	11	14	18	20	21	25	26	27	29	32	36	37	39	40]
