Arreglo inicial: 
[40	20	18	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
-----------------------------------------------------------------------------
Pos: 0	[40	20	18	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 0	[20	40	18	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 2	[20	40	18	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 1	[20	18	40	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 0	[18	20	40	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 2	[18	20	40	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 3	[18	20	40	2	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 2	[18	20	2	40	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 1	[18	2	20	40	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 0	[2	18	20	40	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 2	[2	18	20	40	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 3	[2	18	20	40	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 4	[2	18	20	40	36	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 3	[2	18	20	36	40	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 4	[2	18	20	36	40	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 5	[2	18	20	36	40	32	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 4	[2	18	20	36	32	40	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 3	[2	18	20	32	36	40	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 4	[2	18	20	32	36	40	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 5	[2	18	20	32	36	40	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 6	[2	18	20	32	36	40	25	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 5	[2	18	20	32	36	25	40	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 4	[2	18	20	32	25	36	40	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 3	[2	18	20	25	32	36	40	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 4	[2	18	20	25	32	36	40	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 5	[2	18	20	25	32	36	40	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 6	[2	18	20	25	32	36	40	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 7	[2	18	20	25	32	36	40	6	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 6	[2	18	20	25	32	36	6	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 5	[2	18	20	25	32	6	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 4	[2	18	20	25	6	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 3	[2	18	20	6	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 2	[2	18	6	20	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 1	[2	6	18	20	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 2	[2	6	18	20	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 3	[2	6	18	20	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 4	[2	6	18	20	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 5	[2	6	18	20	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 6	[2	6	18	20	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 7	[2	6	18	20	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 8	[2	6	18	20	25	32	36	40	26	37	21	39	27	29	7	4	5	14	11	10]
Pos: 7	[2	6	18	20	25	32	36	26	40	37	21	39	27	29	7	4	5	14	11	10]
Pos: 6	[2	6	18	20	25	32	26	36	40	37	21	39	27	29	7	4	5	14	11	10]
Pos: 5	[2	6	18	20	25	26	32	36	40	37	21	39	27	29	7	4	5	14	11	10]
Pos: 6	[2	6	18	20	25	26	32	36	40	37	21	39	27	29	7	4	5	14	11	10]
Pos: 7	[2	6	18	20	25	26	32	36	40	37	21	39	27	29	7	4	5	14	11	10]
Pos: 8	[2	6	18	20	25	26	32	36	40	37	21	39	27	29	7	4	5	14	11	10]
Pos: 9	[2	6	18	20	25	26	32	36	40	37	21	39	27	29	7	4	5	14	11	10]
Pos: 8	[2	6	18	20	25	26	32	36	37	40	21	39	27	29	7	4	5	14	11	10]
Pos: 9	[2	6	18	20	25	26	32	36	37	40	21	39	27	29	7	4	5	14	11	10]
Pos: 10	[2	6	18	20	25	26	32	36	37	40	21	39	27	29	7	4	5	14	11	10]
Pos: 9	[2	6	18	20	25	26	32	36	37	21	40	39	27	29	7	4	5	14	11	10]
Pos: 8	[2	6	18	20	25	26	32	36	21	37	40	39	27	29	7	4	5	14	11	10]
Pos: 7	[2	6	18	20	25	26	32	21	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 6	[2	6	18	20	25	26	21	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 5	[2	6	18	20	25	21	26	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 4	[2	6	18	20	21	25	26	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 5	[2	6	18	20	21	25	26	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 6	[2	6	18	20	21	25	26	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 7	[2	6	18	20	21	25	26	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 8	[2	6	18	20	21	25	26	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 9	[2	6	18	20	21	25	26	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 10	[2	6	18	20	21	25	26	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 11	[2	6	18	20	21	25	26	32	36	37	40	39	27	29	7	4	5	14	11	10]
Pos: 10	[2	6	18	20	21	25	26	32	36	37	39	40	27	29	7	4	5	14	11	10]
Pos: 11	[2	6	18	20	21	25	26	32	36	37	39	40	27	29	7	4	5	14	11	10]
Pos: 12	[2	6	18	20	21	25	26	32	36	37	39	40	27	29	7	4	5	14	11	10]
Pos: 11	[2	6	18	20	21	25	26	32	36	37	39	27	40	29	7	4	5	14	11	10]
Pos: 10	[2	6	18	20	21	25	26	32	36	37	27	39	40	29	7	4	5	14	11	10]
Pos: 9	[2	6	18	20	21	25	26	32	36	27	37	39	40	29	7	4	5	14	11	10]
Pos: 8	[2	6	18	20	21	25	26	32	27	36	37	39	40	29	7	4	5	14	11	10]
Pos: 7	[2	6	18	20	21	25	26	27	32	36	37	39	40	29	7	4	5	14	11	10]
Pos: 8	[2	6	18	20	21	25	26	27	32	36	37	39	40	29	7	4	5	14	11	10]
