Arreglo inicial: 
[7	12	38	26	8	24	32	39	14	36	33	17	21	29	19	31	2	30	34	11]
-----------------------------------------------------------------------------
[7	12	38	26	8	24	32	39	14	36	33	17	21	29	19	31	2	30	34	11]
[7	12	38	26	8	24	32	39	14	36	33	17	21	29	19	31	2	30	34	11]
[7	12	21	26	8	24	32	39	14	36	33	17	38	29	19	31	2	30	34	11]
[7	12	21	26	8	24	32	39	14	36	33	17	38	29	19	31	2	30	34	11]
[7	12	21	26	8	24	32	39	14	36	33	17	38	29	19	31	2	30	34	11]
[7	12	21	26	8	24	32	39	14	36	33	17	38	29	19	31	2	30	34	11]
[7	12	21	26	8	24	2	39	14	36	33	17	38	29	19	31	32	30	34	11]
[7	12	21	26	8	24	2	30	14	36	33	17	38	29	19	31	32	39	34	11]
[7	12	21	26	8	24	2	30	14	36	33	17	38	29	19	31	32	39	34	11]
[7	12	21	26	8	24	2	30	14	11	33	17	38	29	19	31	32	39	34	36]
[7	12	21	26	8	24	2	30	14	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	26	8	24	12	30	14	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	26	8	24	12	30	14	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	33	17	38	29	19	31	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	21	14	8	24	12	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	8	14	21	24	12	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	8	14	21	24	12	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	8	14	12	24	21	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	8	14	12	24	21	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	8	14	12	24	21	30	26	11	31	17	38	29	19	33	32	39	34	36]
[7	2	8	11	12	14	21	24	26	30	31	17	38	29	19	33	32	39	34	36]
[7	2	8	11	12	14	21	24	26	30	31	17	38	29	19	33	32	39	34	36]
[7	2	8	11	12	14	21	17	26	24	31	30	38	29	19	33	32	39	34	36]
[7	2	8	11	12	14	21	17	26	24	31	30	38	29	19	33	32	39	34	36]
[7	2	8	11	12	14	21	17	26	24	31	29	38	30	19	33	32	39	34	36]
[7	2	8	11	12	14	19	17	21	24	26	29	31	30	38	33	32	39	34	36]
[7	2	8	11	12	14	19	17	21	24	26	29	31	30	38	33	32	39	34	36]
[7	2	8	11	12	14	19	17	21	24	26	29	31	30	32	33	38	39	34	36]
[7	2	8	11	12	14	19	17	21	24	26	29	31	30	32	33	38	39	34	36]
[7	2	8	11	12	14	19	17	21	24	26	29	31	30	32	33	34	39	38	36]
[7	2	8	11	12	14	19	17	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	19	17	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	19	17	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	19	17	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	19	17	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	19	17	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	19	17	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	31	30	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	30	31	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	30	31	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	30	31	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	30	31	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	30	31	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	30	31	32	33	34	36	38	39]
[2	7	8	11	12	14	17	19	21	24	26	29	30	31	32	33	34	36	38	39]
Arreglo ordenado: 
[2	7	8	11	12	14	17	19	21	24	26	29	30	31	32	33	34	36	38	39]
